presolving:
(round 1, fast)       8795 del vars, 10500 del conss, 0 add conss, 6995 chg bounds, 4091 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 168, fast)       66015 del vars, 10733 del conss, 0 add conss, 58843 chg bounds, 4226 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 169, fast)       66153 del vars, 10734 del conss, 0 add conss, 58980 chg bounds, 4227 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 170, fast)       66296 del vars, 10735 del conss, 0 add conss, 59122 chg bounds, 4228 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 171, fast)       66430 del vars, 10736 del conss, 0 add conss, 59255 chg bounds, 4229 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 172, fast)       66697 del vars, 10738 del conss, 0 add conss, 59522 chg bounds, 4230 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 173, fast)       66836 del vars, 10739 del conss, 0 add conss, 59660 chg bounds, 4232 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 174, fast)       67098 del vars, 10741 del conss, 0 add conss, 59920 chg bounds, 4233 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 175, fast)       67368 del vars, 10743 del conss, 0 add conss, 60190 chg bounds, 4233 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 176, fast)       67627 del vars, 10745 del conss, 0 add conss, 60449 chg bounds, 4233 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 177, fast)       67755 del vars, 10746 del conss, 0 add conss, 60577 chg bounds, 4235 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 178, fast)       68159 del vars, 10749 del conss, 0 add conss, 60980 chg bounds, 4235 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 179, fast)       68277 del vars, 10750 del conss, 0 add conss, 61098 chg bounds, 4237 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 180, fast)       68400 del vars, 10751 del conss, 0 add conss, 61220 chg bounds, 4237 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 181, fast)       68538 del vars, 10752 del conss, 0 add conss, 61358 chg bounds, 4239 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 182, fast)       68914 del vars, 10755 del conss, 0 add conss, 61732 chg bounds, 4239 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 183, fast)       69035 del vars, 10756 del conss, 0 add conss, 61853 chg bounds, 4240 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 184, fast)       69159 del vars, 10757 del conss, 0 add conss, 61976 chg bounds, 4241 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 185, fast)       69281 del vars, 10758 del conss, 0 add conss, 62097 chg bounds, 4242 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 186, fast)       69528 del vars, 10760 del conss, 0 add conss, 62343 chg bounds, 4242 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 187, fast)       69751 del vars, 10762 del conss, 0 add conss, 62566 chg bounds, 4243 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 188, fast)       69876 del vars, 10763 del conss, 0 add conss, 62690 chg bounds, 4245 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 189, fast)       70094 del vars, 10765 del conss, 0 add conss, 62908 chg bounds, 4245 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 190, fast)       70338 del vars, 10767 del conss, 0 add conss, 63152 chg bounds, 4246 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 191, fast)       70561 del vars, 10769 del conss, 0 add conss, 63375 chg bounds, 4247 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 192, fast)       70673 del vars, 10770 del conss, 0 add conss, 63486 chg bounds, 4248 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 193, fast)       70782 del vars, 10771 del conss, 0 add conss, 63595 chg bounds, 4249 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 194, fast)       70881 del vars, 10772 del conss, 0 add conss, 63693 chg bounds, 4249 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 195, fast)       70993 del vars, 10773 del conss, 0 add conss, 63805 chg bounds, 4250 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 196, fast)       71098 del vars, 10774 del conss, 0 add conss, 63910 chg bounds, 4252 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 197, fast)       71203 del vars, 10775 del conss, 0 add conss, 64014 chg bounds, 4253 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 198, fast)       71418 del vars, 10777 del conss, 0 add conss, 64228 chg bounds, 4253 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 199, fast)       71517 del vars, 10778 del conss, 0 add conss, 64327 chg bounds, 4254 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 200, fast)       71620 del vars, 10779 del conss, 0 add conss, 64430 chg bounds, 4254 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 201, fast)       71725 del vars, 10780 del conss, 0 add conss, 64535 chg bounds, 4256 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 202, fast)       71818 del vars, 10781 del conss, 0 add conss, 64627 chg bounds, 4257 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 203, fast)       71921 del vars, 10782 del conss, 0 add conss, 64730 chg bounds, 4257 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 204, fast)       72126 del vars, 10784 del conss, 0 add conss, 64935 chg bounds, 4258 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 205, fast)       72218 del vars, 10785 del conss, 0 add conss, 65026 chg bounds, 4260 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 206, fast)       72323 del vars, 10786 del conss, 0 add conss, 65130 chg bounds, 4261 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 207, fast)       72417 del vars, 10787 del conss, 0 add conss, 65224 chg bounds, 4261 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 208, fast)       72517 del vars, 10788 del conss, 0 add conss, 65324 chg bounds, 4261 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 209, fast)       72713 del vars, 10790 del conss, 0 add conss, 65520 chg bounds, 4261 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 210, fast)       72807 del vars, 10791 del conss, 0 add conss, 65614 chg bounds, 4262 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 211, fast)       72900 del vars, 10792 del conss, 0 add conss, 65707 chg bounds, 4263 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 212, fast)       72998 del vars, 10793 del conss, 0 add conss, 65805 chg bounds, 4263 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 213, fast)       73089 del vars, 10794 del conss, 0 add conss, 65896 chg bounds, 4263 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 214, fast)       73180 del vars, 10795 del conss, 0 add conss, 65987 chg bounds, 4263 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 215, fast)       73277 del vars, 10796 del conss, 0 add conss, 66084 chg bounds, 4265 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 216, fast)       73373 del vars, 10797 del conss, 0 add conss, 66178 chg bounds, 4266 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 217, fast)       73549 del vars, 10799 del conss, 0 add conss, 66353 chg bounds, 4267 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 218, fast)       73737 del vars, 10801 del conss, 0 add conss, 66541 chg bounds, 4267 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 219, fast)       73824 del vars, 10802 del conss, 0 add conss, 66628 chg bounds, 4267 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 220, fast)       73905 del vars, 10803 del conss, 0 add conss, 66709 chg bounds, 4269 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 221, fast)       74077 del vars, 10805 del conss, 0 add conss, 66880 chg bounds, 4269 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 222, fast)       74165 del vars, 10806 del conss, 0 add conss, 66968 chg bounds, 4271 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 223, fast)       74260 del vars, 10807 del conss, 0 add conss, 67062 chg bounds, 4272 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 224, fast)       74339 del vars, 10808 del conss, 0 add conss, 67140 chg bounds, 4272 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 225, fast)       74415 del vars, 10809 del conss, 0 add conss, 67216 chg bounds, 4272 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 226, fast)       74490 del vars, 10810 del conss, 0 add conss, 67291 chg bounds, 4272 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 227, fast)       74581 del vars, 10811 del conss, 0 add conss, 67382 chg bounds, 4273 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 228, fast)       74666 del vars, 10812 del conss, 0 add conss, 67466 chg bounds, 4273 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 229, fast)       74835 del vars, 10814 del conss, 0 add conss, 67635 chg bounds, 4274 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 230, fast)       74970 del vars, 10816 del conss, 0 add conss, 67769 chg bounds, 4275 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 231, fast)       75041 del vars, 10817 del conss, 0 add conss, 67839 chg bounds, 4277 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 232, fast)       75192 del vars, 10819 del conss, 0 add conss, 67988 chg bounds, 4277 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 233, fast)       75348 del vars, 10821 del conss, 0 add conss, 68144 chg bounds, 4278 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 234, fast)       75557 del vars, 10824 del conss, 0 add conss, 68353 chg bounds, 4278 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 235, fast)       75698 del vars, 10826 del conss, 0 add conss, 68494 chg bounds, 4280 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 236, fast)       75771 del vars, 10827 del conss, 0 add conss, 68566 chg bounds, 4281 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 237, fast)       75838 del vars, 10828 del conss, 0 add conss, 68632 chg bounds, 4281 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 238, fast)       75909 del vars, 10829 del conss, 0 add conss, 68703 chg bounds, 4282 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 239, fast)       75976 del vars, 10830 del conss, 0 add conss, 68769 chg bounds, 4282 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 240, fast)       76035 del vars, 10831 del conss, 0 add conss, 68828 chg bounds, 4283 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 241, fast)       76103 del vars, 10832 del conss, 0 add conss, 68896 chg bounds, 4285 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 242, fast)       76231 del vars, 10834 del conss, 0 add conss, 69023 chg bounds, 4285 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 243, fast)       76290 del vars, 10835 del conss, 0 add conss, 69082 chg bounds, 4286 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 244, fast)       76351 del vars, 10836 del conss, 0 add conss, 69142 chg bounds, 4286 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 245, fast)       76418 del vars, 10837 del conss, 0 add conss, 69209 chg bounds, 4288 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 246, fast)       76548 del vars, 10839 del conss, 0 add conss, 69337 chg bounds, 4288 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 247, fast)       76612 del vars, 10840 del conss, 0 add conss, 69401 chg bounds, 4289 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 248, fast)       76674 del vars, 10841 del conss, 0 add conss, 69462 chg bounds, 4290 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 249, fast)       76732 del vars, 10842 del conss, 0 add conss, 69519 chg bounds, 4292 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 250, fast)       76850 del vars, 10844 del conss, 0 add conss, 69635 chg bounds, 4293 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 251, fast)       76908 del vars, 10845 del conss, 0 add conss, 69692 chg bounds, 4294 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 252, fast)       76971 del vars, 10846 del conss, 0 add conss, 69754 chg bounds, 4295 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 253, fast)       77081 del vars, 10848 del conss, 0 add conss, 69863 chg bounds, 4295 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 254, fast)       77136 del vars, 10849 del conss, 0 add conss, 69918 chg bounds, 4296 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 255, fast)       77184 del vars, 10850 del conss, 0 add conss, 69965 chg bounds, 4296 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 256, fast)       77240 del vars, 10851 del conss, 0 add conss, 70021 chg bounds, 4296 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 257, fast)       77292 del vars, 10852 del conss, 0 add conss, 70073 chg bounds, 4297 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 258, fast)       77342 del vars, 10853 del conss, 0 add conss, 70122 chg bounds, 4298 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 259, fast)       77393 del vars, 10854 del conss, 0 add conss, 70172 chg bounds, 4300 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 260, fast)       77447 del vars, 10855 del conss, 0 add conss, 70224 chg bounds, 4301 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 261, fast)       77551 del vars, 10857 del conss, 0 add conss, 70327 chg bounds, 4301 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 262, fast)       77598 del vars, 10858 del conss, 0 add conss, 70374 chg bounds, 4302 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 263, fast)       77646 del vars, 10859 del conss, 0 add conss, 70422 chg bounds, 4303 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 264, fast)       77692 del vars, 10860 del conss, 0 add conss, 70467 chg bounds, 4303 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 265, fast)       77734 del vars, 10861 del conss, 0 add conss, 70509 chg bounds, 4304 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 266, fast)       77831 del vars, 10863 del conss, 0 add conss, 70606 chg bounds, 4305 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 267, fast)       77872 del vars, 10864 del conss, 0 add conss, 70646 chg bounds, 4306 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 268, fast)       77915 del vars, 10865 del conss, 0 add conss, 70688 chg bounds, 4307 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 269, fast)       77950 del vars, 10866 del conss, 0 add conss, 70722 chg bounds, 4308 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 270, fast)       77988 del vars, 10867 del conss, 0 add conss, 70760 chg bounds, 4309 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 271, fast)       78025 del vars, 10868 del conss, 0 add conss, 70797 chg bounds, 4310 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 272, fast)       78070 del vars, 10869 del conss, 0 add conss, 70841 chg bounds, 4310 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 273, fast)       78106 del vars, 10870 del conss, 0 add conss, 70877 chg bounds, 4311 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 274, fast)       78143 del vars, 10871 del conss, 0 add conss, 70914 chg bounds, 4312 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 275, fast)       78181 del vars, 10872 del conss, 0 add conss, 70951 chg bounds, 4313 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 276, fast)       78217 del vars, 10873 del conss, 0 add conss, 70986 chg bounds, 4314 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 277, fast)       78252 del vars, 10874 del conss, 0 add conss, 71020 chg bounds, 4316 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 278, fast)       78319 del vars, 10876 del conss, 0 add conss, 71085 chg bounds, 4316 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 279, fast)       78353 del vars, 10877 del conss, 0 add conss, 71119 chg bounds, 4319 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 280, fast)       78418 del vars, 10879 del conss, 0 add conss, 71181 chg bounds, 4319 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 281, fast)       78458 del vars, 10880 del conss, 0 add conss, 71221 chg bounds, 4320 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
   (3.6s) running MILP presolver
   (4.4s) MILP presolver (10 rounds): 4 aggregations, 275 fixings, 1108 bound changes
(round 282, medium)     78767 del vars, 10881 del conss, 0 add conss, 72358 chg bounds, 4322 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 283, fast)       78829 del vars, 10895 del conss, 0 add conss, 72420 chg bounds, 4323 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 284, fast)       78868 del vars, 10896 del conss, 0 add conss, 72458 chg bounds, 4324 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 285, fast)       78902 del vars, 10898 del conss, 0 add conss, 72491 chg bounds, 4325 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 286, exhaustive) 78934 del vars, 11618 del conss, 0 add conss, 72523 chg bounds, 5029 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
   (4.5s) running MILP presolver
   (4.8s) MILP presolver (2 rounds): 1 aggregations, 40 fixings, 0 bound changes
(round 287, medium)     79001 del vars, 11620 del conss, 0 add conss, 72549 chg bounds, 5029 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 288, fast)       79014 del vars, 11624 del conss, 0 add conss, 72562 chg bounds, 5031 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 289, exhaustive) 79058 del vars, 11628 del conss, 0 add conss, 72606 chg bounds, 5034 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 290, exhaustive) 79077 del vars, 11630 del conss, 0 add conss, 72624 chg bounds, 5038 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 291, exhaustive) 79108 del vars, 11635 del conss, 0 add conss, 72653 chg bounds, 5039 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 292, exhaustive) 79115 del vars, 11638 del conss, 0 add conss, 72660 chg bounds, 5041 chg sides, 342 chg coeffs, 0 upgd conss, 0 impls, 2212 clqs
(round 293, exhaustive) 79118 del vars, 11641 del conss, 0 add conss, 72661 chg bounds, 5041 chg sides, 342 chg coeffs, 1509 upgd conss, 0 impls, 2212 clqs
   (6.4s) probing: 1000/1145 (87.3%) - 0 fixings, 0 aggregations, 35682 implications, 0 bound changes
   (6.5s) probing: 1001/1145 (87.4%) - 0 fixings, 0 aggregations, 35796 implications, 0 bound changes
   (6.5s) probing aborted: 1000/1000 successive useless probings
   (6.5s) symmetry computation started: requiring (bin +, int -, cont +), (fixed: bin -, int +, cont -)
   (6.6s) no symmetry present
   (6.6s) symmetry computation started: requiring (bin +, int +, cont +), (fixed: bin -, int -, cont -)
   (6.6s) no symmetry present
presolving (294 rounds: 294 fast, 9 medium, 7 exhaustive):
 79118 deleted vars, 11641 deleted constraints, 0 added constraints, 72661 tightened bounds, 0 added holes, 5041 changed sides, 342 changed coefficients
 35796 implications, 2212 cliques
presolved problem has 43249 variables (1145 bin, 1108 int, 0 impl, 40996 cont) and 3762 constraints
   1509 constraints of type <setppc>
   2253 constraints of type <linear>
Presolving Time: 6.36

 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
t 6.7s|     1 |     0 |     0 |     - | trivial|   0 |  43k|3762 |   0 |   0 |  0 |   0 |   0 | 3.884742e+07 |-1.868150e+04 |    Inf | unknown
 34.1s|     1 |     0 | 14916 |     - |   549M |   0 |  43k|3762 |3762 |   0 |  0 |   0 |   0 | 3.493428e+06 |-1.868150e+04 |    Inf | unknown
r34.4s|     1 |     0 | 14916 |     - |shifting|   0 |  43k|3762 |3762 |   0 |  0 |   0 |   0 | 3.493428e+06 | 2.976695e+05 |1073.59%| unknown
i52.3s|     1 |     0 | 26792 |     - |  oneopt|   0 |  43k|3762 |3762 |   0 |  0 |   0 |   0 | 3.493428e+06 | 2.977892e+05 |1073.12%| unknown
 52.7s|     1 |     0 | 26916 |     - |   560M |   0 |  43k|3762 |3763 |   1 |  1 |   0 |   0 | 2.596244e+06 | 2.977892e+05 | 771.84%| unknown
 52.7s|     1 |     0 | 26916 |     - |   560M |   0 |  43k|3762 |3763 |   1 |  1 |   0 |   0 | 2.596244e+06 | 2.977892e+05 | 771.84%| unknown
 55.6s|     1 |     0 | 28191 |     - |   562M |   0 |  43k|3762 |3764 |   2 |  2 |   0 |   0 | 2.596243e+06 | 2.977892e+05 | 771.84%| unknown
r55.7s|     1 |     0 | 28191 |     - |shifting|   0 |  43k|3762 |3764 |   2 |  2 |   0 |   0 | 2.596243e+06 | 9.709534e+05 | 167.39%| unknown
 57.2s|     1 |     0 | 28746 |     - |   562M |   0 |  43k|3762 |3765 |   3 |  3 |   0 |   0 | 2.596241e+06 | 9.709534e+05 | 167.39%| unknown
r57.5s|     1 |     0 | 28746 |     - |simplero|   0 |  43k|3762 |3752 |   3 |  3 |   0 |   0 | 2.596241e+06 | 2.596124e+06 |   0.00%| unknown
 57.6s|     1 |     0 | 28746 |     - |   562M |   0 |  43k|3762 |3752 |   3 |  3 |   0 |   0 | 2.596241e+06 | 2.596124e+06 |   0.00%| unknown
 57.8s|     1 |     0 | 28746 |     - |   563M |   0 |  43k|3762 |2274 |   3 |  3 |   0 |   0 | 2.596241e+06 | 2.596124e+06 |   0.00%| unknown
 57.9s|     1 |     0 | 28746 |     - |   563M |   0 |  43k|3762 |2274 |   3 |  3 |   0 |   0 | 2.596241e+06 | 2.596124e+06 |   0.00%| unknown
 59.0s|     1 |     0 | 29254 |     - |   563M |   0 |  43k|2271 |2275 |   4 |  4 |   0 |   0 | 2.596232e+06 | 2.596124e+06 |   0.00%| unknown
 59.3s|     1 |     0 | 29254 |     - |   563M |   0 |  43k|2271 |2275 |   4 |  4 |   0 |   0 | 2.596232e+06 | 2.596124e+06 |   0.00%| unknown
 time | node  | left  |LP iter|LP it/n|mem/heur|mdpt |vars |cons |rows |cuts |sepa|confs|strbr|  dualbound   | primalbound  |  gap   | compl. 
 60.0s|     1 |     0 | 29516 |     - |   563M |   0 |  43k|2271 |2276 |   5 |  5 |   0 |   0 | 2.596228e+06 | 2.596124e+06 |   0.00%| unknown
 60.2s|     1 |     0 | 29516 |     - |   563M |   0 |  43k|2271 |2276 |   5 |  5 |   0 |   0 | 2.596228e+06 | 2.596124e+06 |   0.00%| unknown
 60.4s|     1 |     0 | 29518 |     - |   564M |   0 |  43k|2271 |2277 |   6 |  6 |   0 |   0 | 2.596227e+06 | 2.596124e+06 |   0.00%| unknown
 60.6s|     1 |     0 | 29518 |     - |   565M |   0 |  43k|2271 |2277 |   6 |  6 |   0 |   0 | 2.596227e+06 | 2.596124e+06 |   0.00%| unknown
 60.8s|     1 |     0 | 29533 |     - |   565M |   0 |  43k|2271 |2278 |   7 |  7 |   0 |   0 | 2.596225e+06 | 2.596124e+06 |   0.00%| unknown
 61.1s|     1 |     0 | 29533 |     - |   565M |   0 |  43k|2271 |2278 |   7 |  7 |   0 |   0 | 2.596225e+06 | 2.596124e+06 |   0.00%| unknown
 61.3s|     1 |     0 | 29553 |     - |   566M |   0 |  43k|2271 |2279 |   8 |  8 |   0 |   0 | 2.596221e+06 | 2.596124e+06 |   0.00%| unknown
 61.5s|     1 |     0 | 29553 |     - |   566M |   0 |  43k|2271 |2279 |   8 |  8 |   0 |   0 | 2.596221e+06 | 2.596124e+06 |   0.00%| unknown
 61.7s|     1 |     0 | 29576 |     - |   567M |   0 |  43k|2271 |2280 |   9 |  9 |   0 |   0 | 2.596216e+06 | 2.596124e+06 |   0.00%| unknown
 62.0s|     1 |     0 | 29576 |     - |   567M |   0 |  43k|2271 |2280 |   9 |  9 |   0 |   0 | 2.596216e+06 | 2.596124e+06 |   0.00%| unknown
 62.1s|     1 |     0 | 29581 |     - |   567M |   0 |  43k|2271 |2281 |  10 | 10 |   0 |   0 | 2.596215e+06 | 2.596124e+06 |   0.00%| unknown
 62.4s|     1 |     0 | 29581 |     - |   568M |   0 |  43k|2271 |2281 |  10 | 10 |   0 |   0 | 2.596215e+06 | 2.596124e+06 |   0.00%| unknown
 62.8s|     1 |     0 | 29581 |     - |   568M |   0 |  43k|  98 |2281 |  10 | 11 |   0 |   0 | 2.596215e+06 | 2.596124e+06 |   0.00%| unknown
 62.9s|     1 |     0 | 29582 |     - |   568M |   0 |  43k|  98 |2282 |  11 | 12 |   0 |   0 | 2.596204e+06 | 2.596124e+06 |   0.00%| unknown
 62.9s|     1 |     0 | 29582 |     - |   569M |   0 |  43k|  98 |2049 |  11 | 12 |   0 |   0 | 2.596204e+06 | 2.596124e+06 |   0.00%| unknown
