problem_class,question,answer
"[""Network Optimization""]","Imagine an intricate and bustling transportation network connecting six major cities in a region. Goods are transported from City 0 (the source) to City 5 (the destination) through numerous highways, each with varying capacities to handle the flow of goods. 

Here is a rundown of the maximum amount of goods (in thousands of tons) that can be transferred between cities per day:

- From City 0 (Source): Can send goods to City 1 (6 tons), City 2 (8 tons), City 3 (1 ton), City 4 (9 tons), and City 5 (8 tons).
- From City 1: Can send goods to City 0 (16 tons), City 2 (6 tons), City 4 (12 tons), and City 5 (16 tons). It has no connection to City 3.
- From City 2: Can send goods to City 0 (7 tons), City 1 (16 tons), City 3 (20 tons), City 4 (17 tons), and City 5 (9 tons).
- From City 3: Can send goods to City 0 (3 tons), City 1 (11 tons), City 2 (14 tons), and City 4 (7 tons). It has no connection to City 5.
- From City 4: Can send goods to City 0 (6 tons), City 1 (19 tons), City 2 (19 tons), City 3 (3 tons), and City 5 (20 tons).
- From City 5 (Destination): Can send goods back to City 0 (20 tons), City 1 (5 tons), City 2 (16 tons), City 3 (12 tons), and City 4 (2 tons).

In this scenario, a capacity of ""0"" means there is no direct highway connection between those two cities.

The question at hand is to calculate the maximum amount of goods that can be transported from City 0 (the source) to City 5 (the destination) per day while ensuring that the flow of goods on each highway doesn't exceed its capacity. 

So what's the maximum amount of goods that can be transported from the source to the destination per day in thousands of tons?",[32.0]
['Network Optimization'],"In the heart of a bustling metropolis, there lies an intricate network of digital information pipelines connecting 8 crucial data centers. These centers, from the main server hub to the final relay station, are vital for processing and distributing vast amounts of data across the city. The connections between these data centers have specific bandwidth capacities that dictate the maximum flow of data (measured in terabytes per hour) that can be transmitted from one center to another.

Here's a breakdown of the network's layout and its capacities:

- From Data Center 0 (Source): Data can be sent to Center 1 (6 TB/h), Center 2 (16 TB/h), Center 3 (5 TB/h), Center 4 (6 TB/h), Center 5 (11 TB/h), Center 6 (6 TB/h), and Center 7 (4 TB/h).
- From Data Center 1: Data can be transmitted to Center 2 (8 TB/h), Center 3 (10 TB/h), Center 4 (6 TB/h), Center 5 (3 TB/h), Center 6 (6 TB/h), and Center 7 (14 TB/h).
- From Data Center 2: Can send data to Center 1 (6 TB/h), Center 3 (20 TB/h), Center 4 (7 TB/h), Center 5 (16 TB/h), Center 6 (13 TB/h), and Center 7 (14 TB/h).
- From Data Center 3: Has capacities to Center 1 (11 TB/h), Center 2 (19 TB/h), Center 4 (18 TB/h), Center 5 (5 TB/h), and Center 7 (8 TB/h).
- From Data Center 4: Can route data to Center 1 (1 TB/h), Center 2 (14 TB/h), Center 3 (18 TB/h), Center 5 (12 TB/h), Center 6 (4 TB/h), and Center 7 (7 TB/h).
- From Data Center 5: Can dispatch data to Center 1 (16 TB/h), Center 2 (3 TB/h), Center 3 (20 TB/h), Center 4 (7 TB/h), Center 6 (15 TB/h), and Center 7 (6 TB/h).
- From Data Center 6: Capable of sending to Center 1 (11 TB/h), Center 2 (4 TB/h), Center 3 (19 TB/h), Center 4 (7 TB/h), Center 5 (6 TB/h), and Center 7 (17 TB/h).
- From Data Center 7 (Destination): Can receive return data flow from Center 1 (5 TB/h), Center 2 (8 TB/h), Center 3 (17 TB/h), Center 4 (2 TB/h), Center 5 (5 TB/h), and Center 6 (4 TB/h).

In this network, a capacity of ""0"" signifies an absence of direct data transmission capability between any two given data centers.

The challenge is to determine the maximum amount of data that can be efficiently transmitted from Data Center 0 (the main server hub) to Data Center 7 (the final relay station) per hour, without exceeding the bandwidth capacities of the connections between the centers. What is the optimal value of data flow (in terabytes per hour) that can be achieved from the source to the destination?",[54.0]
"[""Network Optimization""]","Imagine a network of highways that connect six major cities in a country. These highways are designed to facilitate the transportation of goods from a central warehouse (City 0) to a main retail hub (City 5). Each highway has a specific transportation capacity, indicating the maximum number of trucks it can accommodate per hour.

Here is the transportation capacity of each highway connecting the cities:

- From City 0 (Warehouse): Can send goods to City 1 (14 trucks), City 2 (15 trucks), City 3 (13 trucks), and City 5 (4 trucks).
- From City 1: Can send goods to City 0 (10 trucks), City 2 (7 trucks), City 3 (18 trucks), City 4 (9 trucks), and City 5 (5 trucks).
- From City 2: Can send goods to City 0 (11 trucks), City 3 (7 trucks), City 4 (13 trucks), and City 5 (6 trucks).
- From City 3: Can send goods to City 0 (7 trucks), City 1 (11 trucks), City 2 (18 trucks), City 4 (17 trucks), and City 5 (2 trucks).
- From City 4: Can send goods to City 0 (19 trucks), City 1 (8 trucks), City 2 (15 trucks), City 3 (15 trucks), and City 5 (5 trucks).
- From City 5 (Retail Hub): Can send goods back to City 0 (10 trucks), City 1 (19 trucks), City 2 (17 trucks), City 3 (2 trucks), and City 4 (3 trucks).

A capacity of ""0"" indicates that there is no direct highway link between those two cities.

Now, consider a situation where you're tasked with finding the maximum number of trucks that can be dispatched from the warehouse in City 0 to the retail hub in City 5 per hour, without exceeding the transportation capacity of any highway. 

What is the maximum number of trucks that can be dispatched from the warehouse to the retail hub per hour, while maintaining the transportation capacity of each highway?",[22.0]
['Capacitated Facility Location Problem'],"GlobalSupply Inc. is at a crossroads in revamping its logistics operations to efficiently cater to the needs of five retail stores spread across different locations. The company can choose from nine potential distribution centers, each with its unique setup cost and supply capacity. Moreover, the transportation costs per unit from these distribution centers to the retail stores vary, making the decision complex. The ultimate goal for GlobalSupply Inc. is to fulfill the demand at each retail store while minimizing the total cost, which includes the opening costs of the distribution centers and the transportation costs of the goods to the stores.

Given Data:

- Number of Potential Distribution Centers: 9
- Number of Retail Stores Needing Supply: 5

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000
- Center 8: $186,000
- Center 9: $174,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $3 to Store 1, $5 to Store 2, $4 to Store 3, $3 to Store 4, $5 to Store 5
- From Center 2: $2 to Store 1, $4 to Store 2, $2 to Store 3, $4 to Store 4, $5 to Store 5
- From Center 3: $1 to Store 1, $4 to Store 2, $2 to Store 3, $5 to Store 4, $4 to Store 5
- From Center 4: $1 to Store 1, $1 to Store 2, $3 to Store 3, $3 to Store 4, $2 to Store 5
- From Center 5: $4 to Store 1, $4 to Store 2, $3 to Store 3, $4 to Store 4, $4 to Store 5
- From Center 6: $1 to Store 1, $3 to Store 2, $5 to Store 3, $3 to Store 4, $5 to Store 5
- From Center 7: $1 to Store 1, $2 to Store 2, $4 to Store 3, $1 to Store 4, $4 to Store 5
- From Center 8: $2 to Store 1, $2 to Store 2, $1 to Store 3, $2 to Store 4, $5 to Store 5
- From Center 9: $2 to Store 1, $4 to Store 2, $4 to Store 3, $4 to Store 4, $4 to Store 5

Demand of Each Retail Store (in units):
- Store 1: 908 units
- Store 2: 434 units
- Store 3: 605 units
- Store 4: 480 units
- Store 5: 961 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1825 units
- Center 2: 1821 units
- Center 3: 1365 units
- Center 4: 1929 units
- Center 5: 1502 units
- Center 6: 1201 units
- Center 7: 1529 units
- Center 8: 961 units
- Center 9: 1001 units

Question:
What is the optimal total cost for GlobalSupply Inc. to open distribution centers and transport goods to meet all retail stores' demands, including both the opening costs of the centers and the transportation costs of supplying the stores?",[329872.0]
['Profit Maximization Problem'],"A company produces and sells two different products. The demand for each product is unlimited, but the company is constrained by cash availability and machine capacity. Each unit of the first and second product requires 3 and 4 machine hours, respectively. There are 20,000 machine hours available in the current production period. The production costs are $3 and $2 per unit of the first and second product, respectively. The selling prices of the first and second product are $6 and $5.40 per unit, respectively. The available cash is $4,000; furthermore, 45% of the sales revenues from the first product and 30% of the sales revenues from the second product will be made available to finance operations during the current period. Suppose that the company could increase its available machine hours by 2,000, after spending $400 for certain repairs. Formulate a mixed integer linear programming problem and find the maximum net income subject to the cash availability and machine capacity limitations. ",[21599.0]
"[""Production Planning Problem""]","A company produces two kinds of products. A product of the first type requires 1/4 hours of assembly labor, 1/8 hours of testing, and $1.2 worth of raw materials. A product of the second type requires 1/3 hours of assembly, 1/3 hours of testing, and $0.9 worth of raw materials. Given the current personnel of the company, there can be at most 90 hours of assembly labor and 80 hours of testing each day. Suppose that up to 50 hours of overtime assembly labor can be scheduled, at a cost of $7 per hour. Products of the first and second type have a market value of $9 and $8 respectively. Try to maximize the daily profit of the company. ",[4018.0]
['Production Planning Problem'],"Semicond is a small electronics company that manufactures tape recorders and radios. The per-unit labor costs for tape recorders and radios are $50 and $35 respectively, and the raw material costs are $30 for tape recorders and $40 for radios. The selling prices are $100 for a tape recorder and $90 for a radio, as outlined in Table 10. On December 1, 2002, Semicond has enough raw material to manufacture 100 tape recorders and 100 radios. On the same date, the companyâ€™s balance sheet shows cash at $10,000, accounts receivable at $3,000, and inventory outstanding valued at $7,000, with a bank loan liability of $10,000, resulting in a current ratio of 2 ($20,000 in total assets over $10,000 in liabilities), as shown in Table 11. Semicond must decide how many tape recorders and radios to produce during December, considering that demand is high enough to sell all units produced. Although all sales in December will be on credit, with payment not received until February 1, 2003, Semicond will collect $2,000 in accounts receivable in December. Furthermore, Semicond has to pay off $1,000 of its loan and a monthly rent of $1,000 in December. On January 1, 2003, Semicond will receive raw materials worth $2,000, to be paid for on February 1, 2003. Management has mandated a minimum cash balance of $4,000 for January 1, 2003. Additionally, to satisfy bank requirements, the current ratio on January 1 must be at least 2. Find the maximal contribution to profit from Decemberâ€™s production in $.",[2500.0]
"[""Capacitated Facility Location Problem""]","In an intricate dance of supply chain optimization, GlobalSupply Inc. is at a crossroads, tasked with the pivotal decision of efficiently distributing its products to seven distinct retail stores. This challenge is compounded by the need to select the most cost-effective combination of distribution centers from a pool of nine potential sites. Each potential distribution center is not only geographically unique but also comes with its own set of opening costs and maximum supply capacities. Additionally, the transportation cost per unit of product varies significantly from one distribution center to another, adding layers of complexity to the decision-making process.

Given Data:
- Number of Potential Distribution Centers: 9
- Number of Retail Stores in Need of Supply: 7

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000
- Center 7: $182,000
- Center 8: $186,000
- Center 9: $174,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):

From Center 1: $3 to Store 1, $5 to Store 2, $4 to Store 3, $7 to Store 4, $6 to Store 5, $5 to Store 6, $8 to Store 7

From Center 2: $2 to Store 1, $4 to Store 2, $3 to Store 3, $6 to Store 4, $5 to Store 5, $4 to Store 6, $7 to Store 7

From Center 3: $4 to Store 1, $6 to Store 2, $5 to Store 3, $8 to Store 4, $7 to Store 5, $6 to Store 6, $9 to Store 7

From Center 4: $3 to Store 1, $5 to Store 2, $4 to Store 3, $7 to Store 4, $6 to Store 5, $5 to Store 6, $8 to Store 7

From Center 5: $2 to Store 1, $4 to Store 2, $3 to Store 3, $6 to Store 4, $5 to Store 5, $4 to Store 6, $7 to Store 7

From Center 6: $3 to Store 1, $5 to Store 2, $4 to Store 3, $7 to Store 4, $6 to Store 5, $5 to Store 6, $8 to Store 7

From Center 7: $2 to Store 1, $4 to Store 2, $3 to Store 3, $6 to Store 4, $5 to Store 5, $4 to Store 6, $7 to Store 7

From Center 8: $4 to Store 1, $6 to Store 2, $5 to Store 3, $8 to Store 4, $7 to Store 5, $6 to Store 6, $9 to Store 7

From Center 9: $3 to Store 1, $5 to Store 2, $4 to Store 3, $7 to Store 4, $6 to Store 5, $5 to Store 6, $8 to Store 7

Demand of Each Retail Store (in units):
- Store 1: 695
- Store 2: 737
- Store 3: 452
- Store 4: 616
- Store 5: 587
- Store 6: 779
- Store 7: 892

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1864
- Center 2: 1980
- Center 3: 814
- Center 4: 864
- Center 5: 1320
- Center 6: 1952
- Center 7: 1447
- Center 8: 1886
- Center 9: 1962

The ultimate goal for GlobalSupply Inc. is to fulfill the demand at each retail store while minimizing the total cost. This total cost encompasses both the opening costs of selecting certain distribution centers and the ongoing transportation costs associated with moving goods from these centers to the retail stores.

Question:
What is the optimal total cost for GlobalSupply Inc. to open distribution centers and transport goods to meet all retail stores' demands, thereby minimizing the combination of opening and transportation costs?",[456123.0]
['Diet Problem'],"Imagine you are going on a fitness journey and have set specific nutritional goals for your daily intake. You aim to consume 74 grams of protein, 166 grams of carbohydrates, and 2210 calories each day. To achieve this, you've found four food items that you can incorporate into your meals: Chicken, Rice, Beans, and Avocados. Each of these foods has its own cost and provides a specific amount of protein, carbohydrates, and calories.

Here's what each food offers:

- Chicken: Costs $4 and provides 14 grams of protein, 7 grams of carbohydrates, and 208 calories.
- Rice: Costs $4 and provides 5 grams of protein, 13 grams of carbohydrates, and 140 calories.
- Beans: Costs $2 and are quite nutritious, providing 9 grams of protein, 26 grams of carbohydrates, and 280 calories.
- Avocado: Costs $4 and offers 10 grams of protein, 14 grams of carbohydrates, and 199 calories.

Your challenge is to figure out the least expensive way to satisfy your protein, carbohydrate, and calorie goals using only these four foods. So the question is, what is the minimum cost required to meet your daily nutritional needs? You can only buy the food in integer servings. Please, your response should be a single numerical answer representing the optimal cost value.",[18.0]
['Capacitated Facility Location Problem'],"SupplyTek is a retail supply company that needs to optimize its distribution network. The company has four retail stores that require supply from a choice of seven possible distribution centers. Each center comes with its own opening cost and a limit on how much it can supply. The cost of transporting goods from these centers to the retail stores varies. The objective is to meet the demand at each retail store at the minimum possible total cost, which includes the opening costs of the distribution centers and the transportation costs of the goods.

Given Data:
- Number of Potential Distribution Centers: 7
- Number of Retail Stores Needing Supply: 4

Opening Costs for Each Distribution Center (in dollars):
- Center 1: 151,000
- Center 2: 192,000
- Center 3: 114,000
- Center 4: 171,000
- Center 5: 160,000
- Center 6: 120,000
- Center 7: 182,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $3 to Store 1, $3 to Store 2, $5 to Store 3, $4 to Store 4
- From Center 2: $3 to Store 1, $5 to Store 2, $2 to Store 3, $4 to Store 4
- From Center 3: $2 to Store 1, $4 to Store 2, $5 to Store 3, $1 to Store 4
- From Center 4: $4 to Store 1, $2 to Store 2, $5 to Store 3, $4 to Store 4
- From Center 5: $1 to Store 1, $1 to Store 2, $3 to Store 3, $3 to Store 4
- From Center 6: $2 to Store 1, $4 to Store 2, $4 to Store 3, $3 to Store 4
- From Center 7: $4 to Store 1, $4 to Store 2, $1 to Store 3, $3 to Store 4

Demand of Each Retail Store (in units):
- Store 1: 884
- Store 2: 420
- Store 3: 566
- Store 4: 673

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1187
- Center 2: 1400
- Center 3: 1115
- Center 4: 813
- Center 5: 1041
- Center 6: 1576
- Center 7: 1364

Question:
What is the minimum total cost for SupplyTek to open distribution centers and transport goods to meet all retail stores' demands? The total cost should include both the opening costs of the centers and the transportation costs of supplying the stores.",[240385.0]
"[""Diet Problem""]","Imagine you are tasked with planning a nutritious and cost-effective meal plan for the day, ensuring that you meet specific nutritional targets. You have a selection of six different food items, each with unique nutritional values and costs. Your goal is to meet the daily dietary requirements for protein, carbohydrates, and calories without overspending.

Here's a breakdown of the food items available:

- Food_1: Costs $4, provides 17 grams of protein, 8 grams of carbohydrates, and 237 calories.
- Food_2: Costs $2, provides 4 grams of protein, 24 grams of carbohydrates, and 213 calories.
- Food_3: Costs $6, provides 7 grams of protein, 27 grams of carbohydrates, and 133 calories.
- Food_4: Costs $2, provides 14 grams of protein, 16 grams of carbohydrates, and 118 calories.
- Food_5: Costs $6, provides 13 grams of protein, 1 gram of carbohydrates, and 136 calories.
- Food_6: Costs $8, provides 1 gram of protein, 13 grams of carbohydrates, and 225 calories.

The dietary requirements you need to meet are at least 76 grams of protein, 173 grams of carbohydrates, and 1751 calories for the day.

What is the minimum cost required to meet these nutritional needs using any combination of these food items? You could only assign integral portions of each type of food.",[22.0]
"[""Transportation Problem""]","Imagine that you are responsible for distributing a supply of vaccines among four different cities to tackle a healthcare crisis. Each city starts with a certain number of vaccines but needs a specific quantity to ensure that all its residents can be vaccinated.

Here's what each city currently has and what they require:

- City 1 has 483 vaccines but needs 346 vaccines.
- City 2 has 265 vaccines but needs 221 vaccines.
- City 3 has 130 vaccines but needs 217 vaccines.
- City 4 has 361 vaccines but needs 293 vaccines.

In order to meet these healthcare demands, you can transport vaccines from one city to another. However, it costs money to do so. The cost varies depending on which cities you're moving vaccines between. Here's a list showing how much it costs to move vaccines from one city to any other:

- Moving vaccines from/to City 1: To City 2 costs 2, to City 3 costs 19, to City 4 costs 13.
- Moving vaccines from/to City 2: To City 1 costs 34, to City 3 costs 10, to City 4 costs 48.
- Moving vaccines from/to City 3: To City 1 costs 46, to City 2 costs 22, to City 4 costs 46.
- Moving vaccines from/to City 4: To City 1 costs 48, to City 2 costs 15, to City 3 costs 23.

Your goal is to ensure every city has the vaccines it needs at the lowest possible cost. What would be the minimum cost to ensure all cities have enough vaccines?",[956.0]
['Capacitated Facility Location Problem'],"In the bustling market of Logistico, a strategic dilemma looms over the horizon for the newly-established retail giant, SupplyChainMax. With an expansive network of five retail stores to cater to, the company stands at the crossroads of selecting the most cost-effective distribution strategy from a pool of eight potential distribution centers. Each center not only comes with its unique price tag for opening but also a specific capacity limit and variable transportation costs to each store. The crux of SupplyChainMax's challenge lies in opening the right blend of distribution centers that would minimally cost them to meet the retail stores' demands, ensuring a smooth flow of goods at the lowest possible overall cost.

Given Data:
- Number of Potential Distribution Centers: 8
- Number of Retail Stores to be Supplied: 5

Opening Costs for Each Distribution Center (in dollars):
- Distribution Center 1: $151,000
- Distribution Center 2: $192,000
- Distribution Center 3: $114,000
- Distribution Center 4: $171,000
- Distribution Center 5: $160,000
- Distribution Center 6: $120,000
- Distribution Center 7: $182,000
- Distribution Center 8: $186,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Distribution Center 1: $3 to Store 1, $3 to Store 2, $5 to Store 3, $4 to Store 4, $3 to Store 5
- From Distribution Center 2: $5 to Store 1, $2 to Store 2, $4 to Store 3, $2 to Store 4, $4 to Store 5
- From Distribution Center 3: $5 to Store 1, $1 to Store 2, $4 to Store 3, $2 to Store 4, $5 to Store 5
- From Distribution Center 4: $4 to Store 1, $1 to Store 2, $1 to Store 3, $3 to Store 4, $3 to Store 5
- From Distribution Center 5: $2 to Store 1, $4 to Store 2, $4 to Store 3, $3 to Store 4, $4 to Store 5
- From Distribution Center 6: $4 to Store 1, $1 to Store 2, $3 to Store 3, $5 to Store 4, $3 to Store 5
- From Distribution Center 7: $5 to Store 1, $1 to Store 2, $2 to Store 3, $4 to Store 4, $1 to Store 5
- From Distribution Center 8: $4 to Store 1, $2 to Store 2, $2 to Store 3, $1 to Store 4, $2 to Store 5

Demand of Each Retail Store (in units):
- Store 1: 964 units
- Store 2: 739 units
- Store 3: 491 units
- Store 4: 766 units
- Store 5: 854 units

Supply Capacity of Each Distribution Center (in units):
- Distribution Center 1: 1,308 units
- Distribution Center 2: 1,575 units
- Distribution Center 3: 834 units
- Distribution Center 4: 1,005 units
- Distribution Center 5: 1,904 units
- Distribution Center 6: 1,825 units
- Distribution Center 7: 1,821 units
- Distribution Center 8: 1,365 units

Question:
Considering all the given data about opening costs, transportation costs per unit to stores, demand of each retail store, and supply capacity of each distribution center, what is the optimal total cost for SupplyChainMax to establish distribution centers and transport goods to fully meet the demands of all five retail stores? This optimal total cost includes both the opening costs of the selected distribution centers and the transportation costs of supplying the stores.",[394198.0]
"[""Transportation Problem""]","Imagine you're coordinating a crucial resource distribution across six different regions to meet specific needs. Each region has a certain stock of resources, but the demands vary, requiring a strategic reallocation to ensure every region's needs are adequately met.

Here's the current and required resource allocation for each region:

- Region 1 has 319 units but needs 243 units.
- Region 2 has 281 units but needs 243 units.
- Region 3 has 247 units but needs 124 units.
- Region 4 has 237 units but needs 202 units.
- Region 5 has 29 units but needs 84 units.
- Region 6 has 453 units but needs 28 units.

Transporting resources between these regions incurs varying costs. The cost matrix detailing the expense of moving resources from one region to another is as follows:

- From Region 1 to other regions: To Region 2 costs 11, to Region 3 costs 30, to Region 4 costs 12, to Region 5 costs 48, to Region 6 costs 23.
- From Region 2 to other regions: To Region 1 costs 1, to Region 3 costs 27, to Region 4 costs 9, to Region 5 costs 26, to Region 6 costs 13.
- From Region 3 to other regions: To Region 1 costs 29, to Region 2 costs 6, to Region 4 costs 27, to Region 5 costs 13, to Region 6 costs 44.
- From Region 4 to other regions: To Region 1 costs 6, to Region 2 costs 50, to Region 3 costs 12, to Region 5 costs 19, to Region 6 costs 32.
- From Region 5 to other regions: To Region 1 costs 26, to Region 2 costs 13, to Region 3 costs 29, to Region 4 costs 2, to Region 6 costs 24.
- From Region 6 to other regions: To Region 1 costs 9, to Region 2 costs 26, to Region 3 costs 2, to Region 4 costs 37, to Region 5 costs 22.

Your task is to calculate the minimum cost required to redistribute the resources so that all regions have exactly what they need. What is the optimal value for the minimum cost of achieving this balance?",[715.0]
"[""Network Optimization""]","Welcome to the fictional city of Aquaville, where the city's administration is working on a groundbreaking project to maximize the efficiency of its new water distribution network. This network is designed to ensure that every corner of the city has access to water, especially in times of need. The system is made up of 9 pivotal stations - including the main water source and the central distribution hub - connected by a series of pipelines with varying capacities.

Here's a closer look at the capacities (in thousands of gallons per hour) that each pipeline can handle, showcasing the maximum flow from one station to another across the city:

- From Station 0 (Source): Water can be directed to Station 1 (2 gallons), Station 2 (8 gallons), Station 3 (17 gallons), Station 4 (16 gallons), Station 5 (20 gallons), Station 6 (15 gallons), Station 7 (12 gallons), and Station 8 (9 gallons).
- From Station 1: Water can flow to Station 0 (4 gallons), Station 2 (11 gallons), Station 3 (7 gallons), Station 4 (3 gallons), Station 5 (19 gallons), Station 6 (10 gallons), Station 7 (19 gallons), and Station 8 (8 gallons).
- From Station 2: Water can move to Station 0 (14 gallons), Station 1 (7 gallons), Station 3 (7 gallons), Station 4 (13 gallons), Station 5 (19 gallons), Station 6 (18 gallons), Station 7 (20 gallons), and Station 8 (5 gallons).
- From Station 3: Water can be sent to Station 0 (17 gallons), Station 1 (17 gallons), Station 2 (7 gallons), Station 4 (11 gallons), Station 5 (7 gallons), Station 6 (17 gallons), Station 7 (0 gallons), and Station 8 (10 gallons).
- From Station 4: Water can be distributed to Station 0 (20 gallons), Station 1 (10 gallons), Station 2 (2 gallons), Station 3 (18 gallons), Station 5 (15 gallons), Station 6 (8 gallons), Station 7 (6 gallons), and Station 8 (18 gallons).
- From Station 5: Water can be channeled to Station 0 (4 gallons), Station 1 (9 gallons), Station 2 (12 gallons), Station 3 (1 gallon), Station 4 (17 gallons), Station 6 (0 gallons), Station 7 (13 gallons), and Station 8 (18 gallons).
- From Station 6: Water can flow to Station 0 (12 gallons), Station 1 (15 gallons), Station 2 (12 gallons), Station 3 (19 gallons), Station 4 (18 gallons), Station 5 (19 gallons), Station 7 (6 gallons), and Station 8 (17 gallons).
- From Station 7: Water can be directed to Station 0 (14 gallons), Station 1 (1 gallon), Station 2 (17 gallons), Station 3 (20 gallons), Station 4 (11 gallons), Station 5 (20 gallons), Station 6 (6 gallons), and Station 8 (4 gallons).
- From Station 8 (Destination): Water can be sent back to Station 0 (19 gallons), Station 1 (3 gallons), Station 2 (19 gallons), Station 3 (12 gallons), Station 4 (8 gallons), Station 5 (18 gallons), Station 6 (17 gallons), and Station 7 (13 gallons).

In this intricate network, a capacity of ""0"" implies that there is no direct connection for water flow between those two specific stations.

The critical mission is to determine the maximum quantity of water that can be efficiently distributed from Station 0, the primary source, to Station 8, the central distribution hub, per hour. The flow through each pipeline must not exceed its maximum specified capacity.

What is the optimal amount of water (in thousands of gallons per hour) that can be transported from the source to the distribution hub (equivalently, the net outflow from the source or net amount that goes to the distribution hub), ensuring the network operates at its maximum potential?",[89.0]
['Capacitated Facility Location Problem'],"GlobalSupply Inc. is at a crucial juncture in streamlining its logistics to efficiently service six retail outlets spread across different locations. The company has narrowed down its options to four possible distribution centers, each with unique characteristics, including varying operational costs and different capacities for handling supply. Moreover, the cost to transport goods from these centers to each retail outlet is not uniform, adding layers of complexity to the decision-making process. The overarching goal for GlobalSupply Inc. is to ensure that the demands of all retail stores are met at the lowest possible total cost, incorporating both the opening expenses for these distribution centers and the costs associated with transporting goods to the stores.

Given Data:
- Number of Potential Distribution Centers: 4
- Number of Retail Stores to be Supplied: 6

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $5 to Store 1, $5 to Store 2, $2 to Store 3, $3 to Store 4, $3 to Store 5, $3 to Store 6
- From Center 2: $5 to Store 1, $4 to Store 2, $3 to Store 3, $5 to Store 4, $2 to Store 5, $4 to Store 6
- From Center 3: $2 to Store 1, $4 to Store 2, $5 to Store 3, $1 to Store 4, $4 to Store 5, $2 to Store 6
- From Center 4: $5 to Store 1, $4 to Store 2, $1 to Store 3, $1 to Store 4, $3 to Store 5, $3 to Store 6

Demand of Each Retail Store (in units):
- Store 1: 910 units
- Store 2: 875 units
- Store 3: 589 units
- Store 4: 962 units
- Store 5: 966 units
- Store 6: 643 units

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1631 units
- Center 2: 1954 units
- Center 3: 1446 units
- Center 4: 820 units

Question:
What is the optimal total cost for GlobalSupply Inc. to open the necessary distribution centers and transport goods in such a way that all retail stores' demands are fulfilled? This total should encompass both the operational opening costs and the logistical costs of supply to the outlets.",[469200.0]
"[""Capacitated Facility Location Problem""]","SupplyChain Solutions Inc. is facing a complex logistical challenge in optimizing its distribution network. With five retail stores requiring steady supplies and six possible distribution centers to choose from, the task at hand is to find the most cost-effective way to keep the stores well-stocked. Each distribution center has its own fixed opening cost and a maximum supply capacity, while the cost to transport goods from these centers to the stores varies. The goal is straightforward yet daunting: to fulfill the demand of each retail store while minimizing the total operational cost, which includes both the opening of distribution centers and the transportation of goods.

Given Data:
- Number of Potential Distribution Centers: 6
- Number of Retail Stores Needing Supply: 5

Opening Costs for Each Distribution Center (in dollars):
- Center 1: $151,000
- Center 2: $192,000
- Center 3: $114,000
- Center 4: $171,000
- Center 5: $160,000
- Center 6: $120,000

Transportation Cost Per Unit from Each Distribution Center to Retail Stores (in dollars):
- From Center 1: $2 to Store 1, $3 to Store 2, $3 to Store 3, $3 to Store 4, $5 to Store 5
- From Center 2: $4 to Store 1, $3 to Store 2, $5 to Store 3, $2 to Store 4, $4 to Store 5
- From Center 3: $2 to Store 1, $4 to Store 2, $5 to Store 3, $1 to Store 4, $4 to Store 5
- From Center 4: $2 to Store 1, $5 to Store 2, $4 to Store 3, $1 to Store 4, $1 to Store 5
- From Center 5: $3 to Store 1, $3 to Store 2, $2 to Store 3, $4 to Store 4, $4 to Store 5
- From Center 6: $3 to Store 1, $4 to Store 2, $4 to Store 3, $1 to Store 4, $3 to Store 5

Demand of Each Retail Store (in units):
- Store 1: 884
- Store 2: 420
- Store 3: 566
- Store 4: 673
- Store 5: 787

Supply Capacity of Each Distribution Center (in units):
- Center 1: 1400
- Center 2: 1115
- Center 3: 813
- Center 4: 1041
- Center 5: 1576
- Center 6: 1364

Question:
What is the optimal total cost for SupplyChain Solutions Inc. to open distribution centers and transport goods to meet all retail stores' demands, including both the opening costs of the centers and the transportation costs of supplying the stores?",[392760.0]
