problem_class,question,answer
['Bin Packing'],"The current problem faced by the company is how to use the fewest number of containers to pack the currently needed goods for transportation, while considering the weight of the goods, specific packaging requirements, and inventory limitations. Professional modeling and analysis are needed for a batch of goods’ transportation strategy to ensure maximum utilization of the limited container space.

The company currently has a batch to be transported, with each container able to hold a maximum of 60 tons of goods and each container used must load at least 18 tons of goods. The goods to be loaded include five types: A, B, C, D, and E, with quantities of 120, 90, 300, 90, and 120 respectively. The weights are 0.5 tons for A, 1 ton for B, 0.4 tons for C, 0.6 tons for D, and 0.65 tons for E. Additionally, to meet specific usage requirements, every time A goods are loaded, at least 1 unit of C must also be loaded, but loading C alone does not require simultaneously loading A; and considering the demand limitation for D goods, each container must load at least 12 units of D.

Establish an operations research model so that the company can use the fewest number of containers to pack this batch of goods.",7.0
['Flow Shop Scheduling'],"A fabric dyeing plant has 3 dyeing vats. Each batch of fabric must be dyed in sequence in each vat: first, the second, and third vats. The plant must color five batches of fabric of different sizes. The time required in hours to dye batch $i$ in vat $j$ is given in the following matrix:

$$
\left(\begin{array}{ccc}
3 & 1 & 1 \\
2 & 1.5 & 1 \\
3 & 1.2 & 1.3 \\
2 & 2 & 2 \\
2.1 & 2 & 3
\end{array}\right)
$$

Schedule the dyeing operations in the vats to minimize the completion time of the last batch.",14.1
['Capacitated Vehicle Routing Problem with Time Windows (CVRPTW)'],"The Vehicle Routing Problem (VRP) was first proposed by Dantzig and Ramser in 1959. It is a classic combinatorial optimization problem. The basic VRP can be described as follows: in a certain area, there is a number of customers and a distribution center or depot. Customers are generally located at different positions, and each has a specific demand for goods. The distribution center needs to dispatch a fleet of vehicles and design appropriate delivery routes to fulfill the demands of all customers. The objective of VRP is to optimize a certain benefit metric while satisfying all customer demands. The benefit metric is usually presented as an objective function, which varies according to the company's requirements. Common objective functions include minimizing the total distance traveled by vehicles, minimizing the total delivery time, or minimizing the number of vehicles used. In addition to satisfying customer demands, VRP often needs to consider various other constraints, leading to several variants. For example, if the vehicle's load cannot exceed its maximum capacity, the problem becomes the Capacitated Vehicle Routing Problem (CVRP). If each customer's delivery must be made within a specific time frame, the problem becomes the Vehicle Routing Problem with Time Windows (VRPTW).

The Vehicle Routing Problem with Time Windows (VRPTW) is a classic variant of the VRP. There are many real-world applications of VRPTW, as customer locations often have service time windows. For instance, some logistics centers need to stock parcels during off-peak hours, and large supermarkets need to replenish goods outside of business hours. Real-time delivery services like food delivery also require strict delivery time windows. Time windows can be categorized as hard or soft. A Hard Time Window (HTW) means that a vehicle must arrive at the delivery point within or before the time window; late arrivals are not permitted. If a vehicle arrives early, it must wait until the time window opens to begin service. This is common in scenarios like supermarket restocking and logistics center inbound operations. A Soft Time Window (STW) means that a vehicle is not strictly required to arrive within the time window, but it is encouraged to do so. A penalty is incurred for early or late arrivals. This is applicable in scenarios such as meal delivery, school bus services, and industrial deliveries.

The Vehicle Routing Problem with Hard Time Windows (VRPHTW) can be described as follows: within a region, there is a set of customer locations and a central depot. Vehicles must start from the depot and return to the depot, following continuous paths. Each customer must be served by exactly one vehicle, and vehicles have a limited capacity. Each customer has a specific service time window, and service is only accepted within this window. A vehicle can arrive at a customer location early and wait for the time window to open, or it can arrive within the time window to provide service. Service can only begin within the time window, and the service duration is known. The distribution center must arrange an optimal delivery plan to both complete the delivery tasks and minimize travel costs. Because VRPHTW does not allow for delays, it, like the VRP, primarily emphasizes the minimization of travel costs along the routes.

 Now we consider a major enterprise logistics provider, 'Global Logistics', is responsible for providing precise material delivery services for multiple high-end office buildings and shops in a city's central business district (CBD). Due to traffic control in the CBD and the specific receiving requirements of the customers, the delivery task is highly challenging.

**Specific Requirements:**

1.  **Delivery Task**: There are 20 customers requiring delivery service on the day, and the demands of all customers must be met.
2.  **Vehicle Constraints**: The company can use at most 5 trucks, and the capacity of each truck is 200 units.
3.  **Capacity Constraint**: The total demand of all customers on a single route must not exceed the truck's maximum capacity (200 units).
4.  **Time Window Constraint**: Each customer has a strict 'hard time window.' Service must begin within this specified time window. Early arrivals must wait, and late arrivals are not permitted.
5.  **Service Time**: Due to the complex handover procedures at customer sites, a fixed service time of 90 minutes is required for unloading, handover, and paperwork at each customer location.
6.  **Optimization Objective**: While satisfying all constraints, the company's objective is to **minimize the total distance traveled by all vehicles** to reduce operational costs.

**Data Details:**

* **Central Depot (Depot 0)**:
    * Coordinates: (40, 50)
    * Operating Time Window: [0, 1236] (minutes)
* **Customer Locations (Customers 1-20)**: The coordinates, demand, service time window, and service duration for each customer are shown in the table below.

| Customer ID | Coordinates (X, Y) | Demand (units) | Time Window (minutes) | Service Duration (minutes) |
| :--- | :--- | :--- |:--- | :--- |
| 1 | (45, 68) | 10 | [912, 967] | 90 |
| 2 | (45, 70) | 30 | [825, 870] | 90 |
| 3 | (42, 66) | 10 | [65, 146] | 90 |
| 4 | (42, 68) | 10 | [727, 782] | 90 |
| 5 | (42, 65) | 10 | [15, 67] | 90 |
| 6 | (40, 69) | 20 | [621, 702] | 90 |
| 7 | (40, 66) | 20 | [170, 225] | 90 |
| 8 | (38, 68) | 20 | [255, 324] | 90 |
| 9 | (38, 70) | 10 | [534, 605] | 90 |
| 10 | (35, 66) | 10 | [357, 410] | 90 |
| 11 | (35, 69) | 10 | [448, 505] | 90 |
| 12 | (25, 85) | 20 | [652, 721] | 90 |
| 13 | (22, 75) | 30 | [30, 92] | 90 |
| 14 | (22, 85) | 10 | [567, 620] | 90 |
| 15 | (20, 80) | 40 | [384, 429] | 90 |
| 16 | (20, 85) | 40 | [475, 528] | 90 |
| 17 | (18, 75) | 20 | [99, 148] | 90 |
| 18 | (15, 75) | 20 | [179, 254] | 90 |
| 19 | (15, 80) | 10 | [278, 345] | 90 |
| 20 | (30, 50) | 10 | [10, 73] | 90 |

Now, please provide an operations research model for this VRPHTW.",175.37
['Production Planning Problem'],"A factory produces two types of microcomputers, A and B. Each type of microcomputer requires the same two production processes. The processing time, profit from sales, and the maximum weekly processing capacity for each type are shown in Table 3.1.

Table 3.1

| Process | Model |  | Maximum Weekly Processing Capacity |
| :---: | :---: | :---: | :---: |
|  | $\\mathrm{A}$ | $\\mathrm{B}$ |  |
| I (hours / unit) | 4 | 6 | 150 |
| II (hours / unit) | 3 | 2 | 70 |
| Profit ($ per unit) | 300 | 450 |  |

The expected values for the factory's operational goals are as follows:

$p_{1}$: The total weekly profit must not be less than $10,000.

$p_{2}$: Due to contractual requirements, at least 10 units of Model A and at least 15 units of Model B must be produced per week.

$p_{3}$: The weekly production time for Process I should be exactly 150 hours, and the production time for Process II should be fully utilized, with potential overtime if necessary.

Try to establish the mathematical programming model for this problem in oder to maximize total profit.",11250.0
['Flow Shop Scheduling'],"There are three different products to be processed on three machine tools. Each product must first be processed on machine 1, then sequentially on machines 2 and 3. The order of processing the three products on each machine should remain the same. Assuming $t_{ij}$ represents the time to process the $i$-th product on the $j$-th machine, how should the schedule be arranged to minimize the total processing cycle for the three products? The timetable is as follows:
| Product | Machine 1 | Machine 2 | Machine 3 |
|---------|-----------|-----------|-----------|
| Product 1 | 2           | 3           | 1           |
| Product 2 | 4           | 2           | 3           |
| Product 3 | 3           | 5           | 2           |",14.0
"[""Transportation, Airline Industry, Resource Allocation"", ""Knapsack""]","A company plans to transport goods between the city and the suburb and needs to choose the most environmentally friendly transportation method. The company can choose from the following three methods: motorcycle, small truck, and large truck. Each motorcycle trip produces 40 units of pollution, each small truck trip produces 70 units of pollution, and each large truck trip produces 100 units of pollution. The company's goal is to minimize total pollution.

The company can only choose two out of these three transportation methods.

Due to certain road restrictions, the number of motorcycle trips cannot exceed 8.

Each motorcycle trip can transport 10 units of products, each small truck trip can transport 20 units of products, and each large truck trip can transport 50 units of products. The company needs to transport at least 300 units of products.

The total number of trips must be less than or equal to 20.",600.0
"['Production Planning Problem', 'Operations Optimization']","The independent country of Carelland mainly exports four commodities: steel, engines, electronic components, and plastic. Carelland's Minister of Finance (i.e., Minister of Economy) wants to maximize exports and minimize imports. The unit prices of steel, engines, electronics, and plastic on the world market are, in local currency (Klunz), 500, 1500, 300, 1200 respectively. Producing 1 unit of steel requires 0.02 units of engines, 0.01 units of plastic, 250 Klunz of other imported goods, and 6 person-months of labor. Producing 1 unit of engines requires 0.8 units of steel, 0.15 units of electronic components, 0.11 units of plastic, 300 Klunz of imported goods, and 1 person-year. One unit of electronics requires: 0.01 units of steel, 0.01 units of engines, 0.05 units of plastic, 50 Klunz of imported goods, and 6 person-months of labor. One unit of plastic requires: 0.03 units of engines, 0.2 units of steel, 0.05 units of electronic components, 300 Klunz of imported goods, and 2 person-years. Engine production is limited to 650000 units, and plastic production is limited to 60000 units. The total available labor force per year is 830000 person-months. Write a mathematical program to maximize domestic GDP and solve the problem.",36288567.0
['Profit Maximization Problem'],"A person has a fund of 500,000 yuan and the following investment projects available in the next three years:

(1) Investment can be made at the beginning of each year within three years, and the annual profit is 20% of the investment amount.

(2) Investment is only allowed at the beginning of the first year, and can be recovered at the end of the second year, with the total principal and interest being 150% of the investment amount. However, this type of investment is limited to no more than 120,000 yuan.

(3) Investment at the beginning of the second year, recoverable at the end of the second year, with the total principal and interest being 160% of the investment amount. This type of investment is limited to 150,000 yuan.

(4) Investment is allowed at the beginning of the third year, recoverable in one year, with a profit of 40%, and the investment limit is 100,000 yuan.

Determine an investment plan for the person that maximizes the total principal and interest by the end of the third year.",964640.0
"['Production Planning Problem', 'Operations Optimization']","Two steel furnaces at a steel plant each use two methods of steelmaking simultaneously. The first method takes $a=2$ hours per furnace and costs $m=50$ in fuel expenses; the second method takes $b=3$ hours per furnace and costs $n=70$ in fuel expenses. Assuming each furnace produces $k=10$ tons of steel regardless of the method used, and that at least $d=30$ tons of steel must be produced within $c=12$ hours, how should these two methods be allocated to minimize fuel expenses? Formulate this problem as a linear programming model.",150.0
['Transportation Problem'],"A production base needs to extract raw materials from warehouses A and B every day for production. The required raw materials are: at least 240 pieces of raw material A, at least 80 kg of raw material B, and at least 120 tons of raw material C. It is known that: Each truck from warehouse A can transport back to the production base 4 pieces of raw material A, 2 kg of raw material B, 6 tons of raw material C, with a freight cost of 200 yuan per truck; each truck from warehouse B can transport back to the production base 7 pieces of raw material A, 2 kg of raw material B, 2 tons of raw material C per day, with a freight cost of 160 yuan per truck. Question: In order to meet production needs, how many trucks should be dispatched daily from warehouse A and warehouse B to minimize the total freight cost?",6800.0
['Capacitated Facility Location Problem'],"Given that there are $m=2$ production points for a certain type of material, where the output at the $i$-th point $(i=1,2)$ is $a_i$, $a_1 = 100$, and $a_2 = 150$. This material is to be shipped to $n=2$ demand points, where the demand at the $j$-th point $(j=1, 2)$ is $b_j$, $b_1 = 80$, and $b_2 = 120$. It is known that $\sum_i a_i \geqslant \sum_j b_j$. It is also known that when shipping from production points to demand points, it must pass through one of the $p=2$ intermediate marshaling stations. If the $k$-th $(k=1, 2)$ intermediate marshaling station is used, a fixed cost $f_k$ is incurred regardless of the transshipment volume, where $f_1 = 10$ and $f_2 = 15$. The $k$-th intermediate marshaling station has a maximum transshipment capacity limitation $q_k$, where $q_1 = 100$ and $q_2 = 100$. Let $c_{i k}$ and $c'_{k j}$ denote the unit transportation cost from $i$ to $k$ and from $k$ to $j$, respectively, where $c_{11}=2$, $c_{12}=3$, $c_{21}=4$, $c_{22}=1$, $c'_{11}=3$, $c'_{12}=2$, $c'_{21}=1$, and $c'_{22}=4$. Try to determine a transportation plan for this material that minimizes the total cost.",685.0
"['Production Planning Problem', 'Profit Maximization Problem']","A factory produces three types of products, A, B, and C. Each unit of product A requires 1 hour for technical preparation, 10 hours of direct labor, and 3 kg of materials. Each unit of product B requires 2 hours for technical preparation, 4 hours of labor, and 2 kg of materials. Each unit of product C requires 1 hour for technical preparation, 5 hours of labor, and 1 kg of materials. The available technical preparation time is 100 hours, labor time is 700 hours, and materials are 400 kg. The company offers larger discounts for bulk purchases, as detailed in Table 1-22. Determine the company's production plan to maximize profit.
Table 1-22
| Product A       |           | Product B       |           | Product C       |           |
|:---------------|:---------:|:---------------|:---------:|:---------------|:---------:|
| Sales Volume (pieces) | Profit (yuan) | Sales Volume (pieces) | Profit (yuan) | Sales Volume (pieces) | Profit (yuan) |
| 0 ~ 40         | 10        | 0 ~ 50         | 6         | 0 ~ 100        | 5         |
| 40 ~ 100       | 9         | 50 ~ 100       | 4         | Above 100      | 4         |
| 100 ~ 150      | 8         | Above 100      | 3         |                |           |
| Above 150      | 7         |                |           |                |           |",712.0
['Assignment Problem'],"A university computer lab hires 4 undergraduates (designated 1, 2, 3, and 4) and 2 graduate students (designated 5 and 6) for duty answering questions. The maximum duty hours from Monday to Friday and the hourly wage for each person are shown in Table 5-9.

Table 5-9
Student ID | Wage (CNY/h) | Monday | Tuesday | Wednesday | Thursday | Friday
1 | 10.0 | 6 | 0 | 6 | 0 | 7
2 | 10.0 | 0 | 6 | 0 | 6 | 7
3 | 9.9 | 4 | 8 | 4 | 0 | 5
4 | 9.8 | 5 | 5 | 6 | 0 | 4
5 | 10.8 | 4 | 0 | 4 | 8 | 0
6 | 11.3 | 5 | 6 | 0 | 6 | 3

The lab operates from 8:00 AM to 10:00 PM, and there must be one and only one student on duty during open hours. It is also required that each undergraduate must work at least 8 hours per week, and each graduate student must work at least 7 hours per week. Additionally, each student can work no more than 2 shifts per week, and no more than 3 students can be scheduled for duty each day.

Based on these conditions, establish a mathematical model to determine the work schedule that satisfies all requirements.",717.9
['Farm Planning'],"A certain farm has 100 hectares of land and 15,000 yuan in funds for production development. The labor force situation on the farm is 3,500 person-days in autumn and winter, and 4,000 person-days in spring and summer. If the labor force itself is not fully utilized, they can work externally, earning 2.1 yuan/person-day in spring and summer and 1.8 yuan/person-day in autumn and winter.

The farm cultivates three types of crops: soybeans, corn, and wheat, and also raises dairy cows and chickens. Crop cultivation requires no specialized investment, but raising animals involves an investment of 400 yuan per dairy cow and 3 yuan per chicken. Raising dairy cows requires allocating 1.5 hectares of land per cow to grow feed, and involves 100 person-days in autumn and winter, and 50 person-days in spring and summer per cow. The annual net income is 400 yuan per dairy cow. Raising chickens does not use land, requires 0.6 person-days in autumn and winter, and 0.3 person-days in spring and summer per chicken. Annual net income is 2 yuan per chicken. The current chicken coop can accommodate up to 3,000 chickens, and the cow barn can accommodate up to 32 dairy cows. The labor and income requirements for the three types of crops per year are shown in Table 1-9.

Table 1-9
| Item           | Soybean | Corn | Wheat |
|----------------|---------|------|-------|
| Person-days (Autumn/Winter) | 20      | 35   | 10    |
| Person-days (Spring/Summer) | 50      | 75   | 40    |
| Annual Net Income (Yuan/hectare) | 175     | 300   | 120   |

Determine the farm's operating plan to maximize annual net income. Please note that workers can only work externally for full days, fractions are not allowed. It is not possible to change the crop and animal raising plans from season to season.",20241.8
['Production Planning Problem'],"A factory produces two models of microcomputers, A and B. Each model requires the same two processes. The processing time, sales profit, and the factory’s maximum weekly processing capacity for each model are shown in Table 3.1.

Table 3.1

| Process | Model | | Maximum Weekly Processing Capacity |
| :---: | :---: | :---: | :---: |
| | $A$ | $B$ | |
| I (hours/unit) | 4 | 6 | 150 |
| II (hours/unit) | 3 | 2 | 70 |
| Profit (yuan/unit) | 300 | 450 | |

Given the factory's business goals:

$p_{1}$: The total weekly profit should not be less than 10,000 yuan;

$p_{2}$: Due to contract requirements, at least 10 units of model A and at least 15 units of model B must be produced each week;

$p_{3}$: The processing time for Process I should be exactly 150 hours per week, and the processing time for Process II should ideally be fully utilized, with potential for appropriate overtime;

$p_{4}$: If products are produced during overtime in Process II, the profit per unit is reduced by 20 yuan for model A and 25 yuan for model B, and the maximum overtime for Process II is 30 hours per week. Formulate the mathematical model for this problem.",11250.0
['Lot-Sizing Problem'],"A factory must rent warehouse space to cover storage needs over the next four months. The required storage areas are:
Month 1: 1500 m²
Month 2: 1000 m²
Month 3: 2000 m²
Month 4: 1200 m²

Warehouse space can be rented via contracts of fixed duration. A contract of length k months (k ? {1, 2, 3, 4}) may start at the beginning of any month t provided it ends no later than Month 4 (i.e., t + k ? 1 ? 4). A contract starting in month t covers months t through t + k ? 1. The rental fee is charged per square meter per month and depends on the contract length as follows:
1-month contract: 22 yuan per m² per month
2-month contract: 21 yuan per m² per month
3-month contract: 20 yuan per m² per month
4-month contract: 19 yuan per m² per month

Additional rules and assumptions:

You may sign any number of contracts.

Rented area is divisible (you may rent any nonnegative real number of m²).

Supply is unlimited at the listed rates.

In each month, the total active rented area must be at least the required area for that month.

You pay for the entire area specified in each contract for every month it is active, even if some capacity is unused.

Your task is to choose the start times, durations, and areas of contracts to minimize the total rental cost over the four-month horizon while satisfying the monthly area requirements.",113000.0
"['Lot-Sizing Problem', 'SupplyChain']","A store has formulated a purchase and sales plan for a certain product from July to December. It is known that the warehouse capacity must not exceed 500 units, with 200 units in stock at the end of June. Thereafter, purchases are made at the beginning of each month. Assume the purchase and selling prices of this product for each month are shown in Table 1-21. How much should be purchased and sold each month to maximize the total revenue?

Table 1-21
| Month | 7  | 8  | 9  | 10 | 11 | 12 |
|-------|----|----|----|----|----|----|
| Buy   | 28 | 24 | 25 | 27 | 23 | 23 |
| Sell  | 29 | 24 | 26 | 28 | 22 | 25 |",9100.0
"['Military Personnel Deployment Problem', 'Assignment Problem']","The number of nurses required in each time period over 24 hours at a certain hospital is as follows: 2:00-6:00 - 10 people, 6:00-10:00 - 15 people, 10:00-14:00 - 25 people, 14:00-18:00 - 20 people, 18:00-22:00 - 18 people, 22:00-2:00 - 12 people. Nurses start shifts in 6 batches at 2:00, 6:00, 10:00, 14:00, 18:00, and 22:00 and work continuously for 8 hours. Please determine: If the hospital can hire contract nurses with the same working hours as regular nurses, and if the pay for regular nurses is 10 yuan/hour and for contract nurses is 15 yuan/hour, should the hospital hire contract nurses and if so, how many?",4240.0
['Set Multi-Cover'],"For a certain 24-hour bus service, the number of drivers and crew members required during different time periods each day is shown in Table 1-2:
Table 1-2
\begin{tabular}{|c|c|c||c|c|c|}
\hline Shift & Time & Required number & Shift & Time & Required number \\
\hline 1 & $6: 00 \sim 10: 00$ & 60 & 4 & $18 ; 00 \sim 22 ; 00$ & 50 \\
\hline 2 & $10 ; 00 \sim 14 ; 00$ & 70 & 5 & $22 ; 00 \sim 2 ; 00$ & 20 \\
\hline 3 & $14 ; 00 \sim 18 ; 00$ & 60 & 6 & $2: 00 \sim 6 ; 00$ & 30 \\
\hline
\end{tabular}

Assuming that drivers and crew members start their shifts at the beginning of each time period and work continuously for 8 hours, determine the minimum number of drivers and crew members needed for this bus route. Formulate the linear programming model for this problem.",150.0
['Knapsack'],"The Zhang family has 6 children: Harry, Hermione, Ron, Fred, George, and Ginny. The cost of taking Harry is $1200, Hermione is $1650, Ron is $750, Fred is $800, George is $800, and Ginny is $1500. Which children should the couple take to minimize the total cost of taking the children? They can take up to four children on the upcoming trip.

Ginny is the youngest, so the Zhang family will definitely take her.

If the couple takes Harry, they will not take Fred because Harry does not get along with him.

If the couple takes Harry, they will not take George because Harry does not get along with him.

If they take George, they must also take Fred.

If they take George, they must also take Hermione.

Even though it will cost them a lot of money, the Zhang family has decided to take at least three children.",3050.0
['Production Planning Problem'],"Given that a certain factory plans to produce three types of products, I, II, and III, each product needs to be processed on equipment $A, B, C$ as shown in Table 2-3:

Table 2-3
| Equipment Code | I  | II | III | Effective Monthly Equipment Hours |
|----------------|----|----|-----|----------------------------------|
| A              | 8  | 2  | 10  | 300                              |
| B              | 10 | 5  | 8   | 400                              |
| C              | 2  | 13 | 10  | 420                              |
| Unit Product Profit (per thousand yuan) | 3  | 2  | 2.9 |           |

How can the equipment capacity be fully utilized to maximize production profit? The quantity of each product must be an integer.",134.5
['Set Multi-Cover'],"A master's student in Operations Research at a certain university is required to select two courses in mathematics, two in operations research, and two in computer science from a total of seven courses: Calculus, Operations Research, Data Structures, Management Statistics, Computer Simulation, Computer Programming, and Forecasting. Some courses belong to only one category: Calculus falls under Mathematics, Computer Programming under Computer Science. However, some courses fall under multiple categories: Operations Research can be considered both Operations Research and Mathematics, Data Structures both Computer Science and Mathematics, Management Statistics both Mathematics and Operations Research, Computer Simulation both Computer Science and Operations Research, and Forecasting both Operations Research and Mathematics. Courses that fall under multiple categories can fulfill the requirement of both categories simultaneously. Additionally, some courses have prerequisites: Computer Simulation or Data Structures requires Computer Programming first, Management Statistics requires Calculus first, and Forecasting requires Management Statistics first. The question is: What is the minimum number of courses a master's student must take, and which specific courses, to meet the above requirements?",4.0
['Lot-Sizing Problem'],"A trading company specializes in the wholesale business of certain grains. The company currently has a warehouse with a capacity of 5000 dan. On January 1, the company has 1000 dan of grain in stock and 20,000 yuan in funds. The estimated grain prices for the first quarter are shown in Table 1-8.

Table 1-8
| Month | Purchase Price (yuan/dan) | Selling Price (yuan/dan) |
|-------|---------------------------|--------------------------|
| 1     | 2.85                      | 3.10                     |
| 2     | 3.05                      | 3.25                     |
| 3     | 2.90                      | 2.95                     |

The purchased grains will be delivered in the same month but can only be sold in the next month, and payment is required upon delivery. The company hopes to have an inventory of 2000 dan at the end of the quarter. What purchasing and selling strategy should be adopted to maximize the total profit over the three months?",-700.0
['Cutting Stock Problem'],"Assuming a paper mill receives three orders for rolls of paper, with length and width requirements as shown in Table 1.2.

Table 1.2

| Order Number | Width (meters) | Length (meters) |
| :---: | :---: | :---: |
| 1 | 0.5 | 1000 |
| 2 | 0.7 | 3000 |
| 3 | 0.9 | 2000 |

The mill produces rolls of paper with standard widths of 1 meter and 2 meters. Assuming the length of the rolls is unlimited and can be spliced to reach the required length, how should the rolls be cut to minimize the area of waste?",600.0
"['Farm Planning', 'Profit Maximization Problem']","Vicky and David have just bought a farm in the Yarra Valley, and they are considering using it to grow apples, pears, oranges, and lemons. The profit for growing one acre of apples is $2000, for one acre of pears is $1800, for one acre of oranges is $2200, and for one acre of lemons is $3000. To achieve maximum profit, how many acres of land should they use to grow each type of fruit? Vicky and David have just bought a farm in the Yarra Valley with a total area of 120 acres.

The land used to grow apples should be at least twice the land used to grow pears.

The land used to grow apples should be at least three times the land used to grow lemons.

The land used to grow oranges must be twice the land used to grow lemons if lemons are grown. If no lemons are grown, then we do not have this constraint.

Vicky and David are unwilling to grow more than two types of fruit.",264000.0
"['Blending Problem', 'Profit Maximization Problem']","A candy factory uses raw materials A, B, and C to process three different brands of candies, A, B, and C. It is known that the content of A, B, and C in each brand of candy, the cost of raw materials, the monthly limit of each raw material, and the unit processing fee and selling price of the three brands of candies are shown in Table 1-7.

Table 1-7

| Item            | A               | B               | C               | Raw Material Cost (Yuan/kg) | Monthly Limit (kg) |
|:----------------|:---------------|:---------------|:---------------|:-----------------------------|:-------------------|
| A               | ? 60%          | ? 15%          |                | 2.00                        | 2000               |
| B               |                |                |                | 1.50                        | 2500               |
| C               | ? 20%          | ? 60%          | ? 50%          | 1.00                        | 1200               |
| Processing Fee (Yuan/kg) | 0.50         | 0.40           | 0.30           |                             |                     |
| Selling Price (Yuan/kg)   | 3.40         | 2.85           | 2.25           |                             |                     |

How many kilograms of each of the three brands of candies should the factory produce each month to maximize the profit?",6160.0
['TravelingSalesman'],"A traveling salesman must visit 7 customers at 7 different locations, with the (symmetric) distance matrix as follows:

|  | 1 | 2 | 3 | 4 | 5 | 6 | 7 |
| :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| 1 | - | 86 | 49 | 57 | 31 | 69 | 50 |
| 2 |  | - | 68 | 79 | 93 | 24 | 5 |
| 3 |  |  | - | 16 | 7 | 72 | 67 |
| 4 |  |  |  | - | 90 | 69 | 1 |
| 5 |  |  |  |  | - | 86 | 59 |
| 6 |  |  |  |  |  | - | 81 |

Formulate a mathematical program to determine the visiting order starting and ending at location 1 to minimize the travel distance.",153.0
['Capacitated Facility Location Problem'],"A product can be processed on any one of the four devices: A, B, C, or D. The preparation completion costs when each device is enabled, the unit production cost for the product, and the maximum processing capacity of each device are shown in Table 5-7. If 2000 units of the product need to be produced, how can the total cost be minimized? Try to establish a mathematical model.

Table 5-7
| Device | Prep Completion Cost (Yuan) | Unit Production Cost (Yuan/Unit) | Maximum Processing Capacity (Units) |
|--------|------------------------------|----------------------------------|------------------------------------|
| A      | 1000                         | 20                               | 900                                |
| B      | 920                          | 24                               | 1000                               |
| C      | 800                          | 16                               | 1200                               |
| D      | 700                          | 28                               | 1600                               |",37000.0
['Knapsack'],"The Zhang family is deciding to invest in several different restaurants. The annual revenue of Restaurant A is $15,000, Restaurant B is $40,000, Restaurant C is $30,000, and Restaurant D is $50,000. They need to decide whether to purchase each restaurant, with each restaurant being able to be purchased only once. Help them decide which restaurants to buy to maximize their annual income.
The cost of Restaurant A is 1.6 million, Restaurant B is 2.5 million, Restaurant C is 1.8 million, and Restaurant D is 3 million. The Zhang family's investment budget is 6 million.

If they purchase Restaurant D, then they cannot purchase Restaurant A.",90000.0
['Transportation Problem'],"A farmer needs to transport 1000 units of fresh produce from the farm to a nearby market. The farmer has three transportation options: a horse, a bicycle, and a handcart. Since both the bicycle and handcart are very physically demanding, the farmer wants to choose only one of these two transportation methods. The horse generates 80 units of pollution per trip, the bicycle generates 0 units of pollution, and the handcart generates 0 units of pollution. The total amount of pollution generated by all trips must not exceed 1000 units. At least 8 trips must be made using the horse. The horse, bicycle, and handcart can carry 55 units, 30 units, and 40 units of produce per trip respectively. The farmer needs to ensure that the total amount of transported produce is at least 1000 units while minimizing the total amount of pollution. What is the minimum amount of pollution that the farmer can achieve?",640.0
"['Knapsack', 'Team Formulation Problem']","A company needs to decide whether to hire some of the five candidates to join their R&D team. The salary requirements for candidates F, G, H, I, and J are $12,000, $15,000, $18,000, $5,000, and $10,000 respectively. The company wants to minimize the total amount paid to candidates without exceeding the budget.

The company's budget is $40,000 and they wish to hire a maximum of 4 new employees.

The skill levels of the candidates are as follows:
Candidate F: Level 2
Candidate G: Level 3
Candidate H: Level 4
Candidate I: Level 1
Candidate J: Level 2

The company needs to ensure that the total skill level of the hired employees is at least 8.

The project management experience years of each candidate are as follows:
Candidate F: 1 year
Candidate G: 2 years
Candidate H: 2 years
Candidate I: 5 years
Candidate J: 4 years

They hope the total project management experience of the team is at least 8 years.

Due to the similar technical background of candidates G and J, the company can choose at most one of them.",38000.0
['Production Planning Problem'],"A company produces two types of products: microwave ovens and water heaters, which are manufactured in both workshops A and B. It is known that apart from the purchased parts, the production of one microwave oven requires 2 hours of processing in workshop A and 1 hour of assembly in workshop B. The production of one water heater requires 1 hour of processing in workshop A and 3 hours of assembly in workshop B. After production, both products need inspection, sales, and other procedures. The inspection and sales cost for each microwave oven is 30 yuan, and for each water heater is 50 yuan. Workshop A has 250 hours of available production time per month, with each hour costing 80 yuan; workshop B has 150 hours of available production time per month, with each hour costing 20 yuan. It is estimated that an average of 80 microwave ovens and 50 water heaters can be sold per month next year. Based on these actual conditions, the company has established the following monthly plan constraints:

1. Inspection and sales costs should not exceed 5500 yuan per month;
2. At least 80 microwave ovens should be sold per month;
3. The production hours of both workshops A and B should be fully utilized, and overtime for workshop A and B are allowed.
4. Overtime in workshop A should not exceed 20 hours; we do not have upper limit on workshop B's overtime.
5. At least 50 water heaters should be sold per month.

Try to determine the monthly production plan for the company.",30500.0
"['Production Planning Problem', 'Profit Maximization Problem']","A toy company manufactures three types of tabletop golf toys, each requiring different manufacturing techniques. The high-end type requires 17 hours of manufacturing labor, 8 hours of inspection, and yields a profit of 300 yuan per unit. The mid-range type requires 10 hours of labor, 4 hours of inspection, and yields a profit of 200 yuan per unit. The low-end type requires 2 hours of labor, 2 hours of inspection, and yields a profit of 100 yuan per unit. Available labor hours are 1000, and available inspection hours are 500. Additionally, market forecasts indicate a demand of no more than 50 units for the high-end type, no more than 80 units for the mid-range type, and no more than 150 units for the low-end type. Determine the production plan for the company to maximize profit.",25000.0
